"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"2699443","16106311611000013001000000U8","RASTRO MUNICIPAL","H AYUNTAMIENTO DE YURECUARO ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","ARQUITECTOS","CALLE","NINGUNO","OTRO(ESPECIFIQUE)","CANAL","OTRO(ESPECIFIQUE)","CANAL","0","SN",,,,,"BARRIO","RASTRO",,,,"59250","16","MICHOACÁN DE OCAMPO       ","106","Yurécuaro","0001","Yurécuaro","0142","033","3565680644",,,"Fijo","20.31908223","-102.3055027","2010-07"
"2575542","16108311611000012001000000U6","RASTRO MUNICIPAL","H AYUNTAMIENTO ","311611","Matanza de ganado, aves y otros animales comestibles","11 a 30 personas","AVENIDA","BENITO JUAREZ","CALLE","SIMON BOLIVAR","CALLE","LIBERTADORES DE AMERICA","CALLE","JOSE MARTI","2200",,,,"0",,"COLONIA","LA LIBERTAD",,,,"59626","16","MICHOACÁN DE OCAMPO       ","108","Zamora","0001","Zamora de Hidalgo","0575","042",,,,"Fijo","20.00689441","-102.32310786","2010-07"
"2708871","16002311611000011001000000U3","RASTRO MUNICIPAL AGUILILLA","H AYUNTAMIENTO ","311611","Matanza de ganado, aves y otros animales comestibles","6 a 10 personas","CALLE","PRIVADA DE SAN ANTONIO","PRIVADA","NINGUNO","CALLE","GUILLERMO PRIETO","CALLE","VICENTE GUERRERO",,"SN",,,,,"COLONIA","SAN ANTOIO",,,,"60570","16","MICHOACÁN DE OCAMPO       ","002","Aguililla","0001","Aguililla","0256","031",,,,"Fijo","18.74195881","-102.78252444","2010-07"
"9634179","16012311611000031000000000U0","RASTRO MUNICIPAL BUENAVISTA","PERTENECE AL H AYUNTAMIENTO DE BUENAVISTA ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CARRETERA","QUIROGA-TEPALCATEPEC KM 1","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","ARROYO","0","SN",,,,,"PUEBLO","TOMATLAN",,,,"60500","16","MICHOACÁN DE OCAMPO       ","012","Buenavista","0001","Buenavista Tomatlán","0248","800",,,,"Fijo","19.20484034","-102.57895648","2024-11"
"2747385","16001931210000021000000000U5","RASTRO MUNICIPAL DE ACUITZIO","MUNICIPIO DE ACUITZIO ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","VICENTE GUERRERO","CALLE","NINGUNO","CALLE","NIÑOS HEROES","CALLE","GUADALUPE VICTORIA","261",,,,"0",,"COLONIA","CENTRO",,,,"58460","16","MICHOACÁN DE OCAMPO       ","001","Acuitzio","0001","Acuitzio del Canje","0028","024",,,,"Fijo","19.49535839","-101.33061211","2010-07"
"9390426","16003311611000013000000000U7","RASTRO MUNICIPAL DE ALVARO OBREGON","MUNICIPIO DE ALVARO OBREGON MICHOACAN ","311611","Matanza de ganado, aves y otros animales comestibles","11 a 30 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","FELIPE CARRILLO PUERTO","PRIVADA","NINGUNO","0","SN",,,,,"LOCALIDAD","ALVARO OBREGON",,,,"58920","16","MICHOACÁN DE OCAMPO       ","003","Álvaro Obregón","0001","Álvaro Obregón","0060","036",,,,"Fijo","19.81368835","-101.04540632","2022-11"
"2640242","16007311611000011000000000U2","RASTRO MUNICIPAL DE APORO","H AYUNTAMIENTO MUNICIPAL DE APORO ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","PROLONGACION CERVANTES","OTRO(ESPECIFIQUE)","NINGUNO","CALLE","PROLONGACION CERVANTES","OTRO(ESPECIFIQUE)","NINGUNO","0","SN",,,,,"COLONIA","ELEUTERIO RAYA",,,,"61400","16","MICHOACÁN DE OCAMPO       ","007","Aporo","0001","Aporo","0036","010",,,,"Fijo","19.6736384","-100.40571929","2014-12"
"2554218","16010311611000011000000000U6","RASTRO MUNICIPAL DE ARTEAGA","H AYUNTAMIENTO MUNICIPAL DE ARTEAGA ","311611","Matanza de ganado, aves y otros animales comestibles","11 a 30 personas","CALLE","LOPEZ MATEOS","CALLE","RAFAEL CASTAÑEDA","CALLE","IGNACIO ALLENDE","CALLE","VENUSTIANO CARRANZA",,"SN",,,,,"COLONIA","CASTAÑEDA",,,,"60920","16","MICHOACÁN DE OCAMPO       ","010","Arteaga","0001","Arteaga","0629","018","7531300003",,,"Fijo","18.35581698","-102.28508655","2010-07"
"2707730","16022311611000011000000000U1","RASTRO MUNICIPAL DE CHARO","H AYUNTAMIENTO DE CHARO ","311611","Matanza de ganado, aves y otros animales comestibles","6 a 10 personas","PRIVADA","ENCUENTRO DE HIDALGO Y MORELOS","CALLE","NINGUNO","OTRO(ESPECIFIQUE)","CULTIVO","OTRO(ESPECIFIQUE)","CULTIVO","0","SN",,,,,"BARRIO","SAN BARTOLO",,,,"61300","16","MICHOACÁN DE OCAMPO       ","022","Charo","0001","Charo","0066","024","4513840017",,,"Fijo","19.75380409","-101.04510992","2010-07"
"7019283","16027311611000011000000000U0","RASTRO MUNICIPAL DE CHUCANDIRO","H. AYUNTAMIENTO DE CHUCANDIRO ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","PRIVADA","EPITACIO HUERTA","CALLE","NINGUNO","CALLE","MIGUEL ALLENDE","CALLE","JAVIER MINA","73",,,,,,"PUEBLO","CHUCANDIRO",,,,"58860","16","MICHOACÁN DE OCAMPO       ","027","Chucándiro","0001","Chucándiro","0062","001",,,,"Fijo","19.89943626","-101.3292807","2019-11"
"2693128","16030311611000011000000000U4","RASTRO MUNICIPAL DE ECUANDUREO","H AYUNTAMIENTO MUNICIPAL DE ECUANDUREO ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","NINGUNO","CALLE","CORPUS CHRISTI","OTRO(ESPECIFIQUE)","NINGUNO","CALLE","FRANCISCO I MADERO",,"SN",,,,,"COLONIA","CENTRO",,,,"59730","16","MICHOACÁN DE OCAMPO       ","030","Ecuandureo","0001","Ecuandureo","0180","019",,,,"Fijo","20.16228795","-102.20119282","2010-07"
"2752139","16048311611000011000000000U6","RASTRO MUNICIPAL DE LAGUNILLAS","H AYUNTAMIENTO LAGUNILLAS ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","GUERRERO","BOULEVARD","MORELOS","CALLE","ESTEBAN CHAVEZ","CALLE","ALLENDE","0","SN",,,,,"COLONIA","CENTRO",,,,"58450","16","MICHOACÁN DE OCAMPO       ","048","Lagunillas","0001","Lagunillas","0077","001",,,,"Fijo","19.56578324","-101.41535327","2010-07"
"2749913","16054311611000011000000000U4","RASTRO MUNICIPAL DE MORELOS","PRESIDENCIA MUNICIPAL DE MORELOS ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","LOPEZ RAYON","CALLE","GUERRERO SUR","CALLE","MATAMOROS","CALLE","LUIS GALICIA","0","SN",,,,,"COLONIA","CENTRO",,,,"58800","16","MICHOACÁN DE OCAMPO       ","054","Morelos","0001","Villa Morelos","0074","011",,,,"Fijo","20.00075687","-101.41337557","2010-07"
"7616799","16061311611000011000000000U9","RASTRO MUNICIPAL DE OCAMPO","H AYUNTAMIENTO DE OCAMPO ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","NINGUNO","PRIVADA","NINGUNO","PRIVADA","NINGUNO","PRIVADA","NINGUNO",,"SN",,,,,"COLONIA","EMILIANO ZAPATA",,,,"61450","16","MICHOACÁN DE OCAMPO       ","061","Ocampo","0001","Ocampo","005A","010",,,,"Fijo","19.58862127","-100.33787556","2019-11"
"2556063","16065311611000012001000000U8","RASTRO MUNICIPAL DE PARACHO","RASTRO MUNICIPAL DEPARACHO ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","ROSARIO","PRIVADA","NINGUNO","CALLE","CHERANASTIRO","OTRO(ESPECIFIQUE)","CULTIVO","0","SN",,,,,"COLONIA","TIRIPITA",,,,"60252","16","MICHOACÁN DE OCAMPO       ","065","Paracho","0001","Paracho de Verduzco","0097","035","4521590024",,,"Fijo","19.6594966","-102.03805458","2010-07"
"9390481","16064311611000021000000000U2","RASTRO MUNICIPAL DE PARACUARO","H AYUNTAMIENTO DE PARACUARO ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","AQUILES SERDAN","CALLE","PRESIDENTE LAZARO CARDENAS","CALLE","5 DE FEBRERO","OTRO(ESPECIFIQUE)","NINGUNO","62","A",,,,,"COLONIA","CENTRO",,,,"60760","16","MICHOACÁN DE OCAMPO       ","064","Parácuaro","0001","Parácuaro","0189","012",,,,"Fijo","19.14667885","-102.22164739","2022-11"
"9522693","16064311611000031000000000S1","RASTRO MUNICIPAL DE PARACUARO","GOBIERNO MUNICIPAL ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","AQUILES SERDAN","CALLE","PRESIDENTE LAZARO CARDENAS","CALLE","5 DE FEBRERO","OTRO(ESPECIFIQUE)","POR LA CALLE DE ATRAS PASA EL CANAL","0","SN",,,,,"COLONIA","CENTRO",,,,"60760","16","MICHOACÁN DE OCAMPO       ","064","Parácuaro","0001","Parácuaro","0189","012",,,,"Fijo","19.14678773","-102.22164267","2024-11"
"2749899","16071311611000014001000000U2","RASTRO MUNICIPAL DE PURUANDIRO","H AYUNTAMIENTO DE PURUANDIRO MICHOACAN ","311611","Matanza de ganado, aves y otros animales comestibles","11 a 30 personas","CALLE","REVOLUCION","CALLE","PINO","PRIVADA","NINGUNO","PRIVADA","NINGUNO","370",,,,,,"COLONIA","LOMAS DE AGUA TBIA",,,,"58503","16","MICHOACÁN DE OCAMPO       ","071","Puruándiro","0001","Puruándiro","0287","015",,,,"Fijo","20.085775","-101.5000649","2010-07"
"2620223","16097311611000031000000000U1","RASTRO MUNICIPAL DE PURUARAN","H AYUNTAMIENTO DE TURICATO ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","JOSE MARIA MORELOS","CALLE","20 DE NOVIEMBRE","CALLE","JOSE MARIA MORELOS","OTRO(ESPECIFIQUE)","SIN REFERENCIA",,"SN",,,,,"COLONIA","COTITA",,,,"61682","16","MICHOACÁN DE OCAMPO       ","097","Turicato","0158","Puruarán","0211","014",,,,"Fijo","19.09786425","-101.51577485","2014-12"
"2634179","16072311611000012001000000U4","RASTRO MUNICIPAL DE QUERENDARO","H AYUNTAMIENTO DE QUERENDARO MICH ","311611","Matanza de ganado, aves y otros animales comestibles","6 a 10 personas","PRIVADA","FRANCISCO J MUGICA","CALLE","CALLE DEL CALVARIO","CALLE","JUAREZ","OTRO(ESPECIFIQUE)","ARROYO",,"SN",,,,,"COLONIA","EL CALVARIO",,,,"58980","16","MICHOACÁN DE OCAMPO       ","072","Queréndaro","0001","Queréndaro","0053","026","4513526149",,,"Fijo","19.80532993","-100.88426239","2014-12"
"2644004","16077311611000011000000000U5","RASTRO MUNICIPAL DE SAN LUCAS","H AYUNTAMIENTO SAN LUCAS ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","PRIVADA","NINGUNO","AVENIDA","SERVANDO CHAVEZ HERNANDEZ","CALLE","VICENTE GUERRERO","AVENIDA","SERVANDO CHAVEZ HERNANDEZ","0","SN",,,"0",,"COLONIA","PROGRESO",,,,"61980","16","MICHOACÁN DE OCAMPO       ","077","San Lucas","0001","San Lucas","0079","022",,,,"Fijo","18.5891356","-100.78250913","2014-12"
"7019943","16078311611000021000000000U2","RASTRO MUNICIPAL DE SANTA ANA MAYA","MUNICIPIO DE SANTA ANA MAYA ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","10 DE MAYO","CALLE","NINGUNO","CALLE","10 DE MAYO","PRIVADA","NAYARIT","0","SN",,,,,"FRACCIONAMIENTO","EL SALOMOMICO",,,,"58900","16","MICHOACÁN DE OCAMPO       ","078","Santa Ana Maya","0001","Santa Ana Maya","0042","018","4431260863",,,"Fijo","20.00047436","-101.01917365","2019-11"
"9390486","16083311611000021000000000U2","RASTRO MUNICIPAL DE TANCITARO","H AYUNTAMIENTO MUNICIPAL DE TANCITARO ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","LAZARO CARDENAS","OTRO(ESPECIFIQUE)","TERRENO BALDIO","PRIVADA","NINGUNO","OTRO(ESPECIFIQUE)","TERRENO BALDIO",,"SN",,,,,"COLONIA","MAGISTERIO",,,,"60460","16","MICHOACÁN DE OCAMPO       ","083","Tancítaro","0001","Tancítaro","0146","001",,,,"Fijo","19.32582814","-102.36407226","2022-11"
"2700409","16086311611000011001000000U6","RASTRO MUNICIPAL DE TANHUATO","H AYUNTAMIENTO DE TANHUATO MICHOACAN ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","AVENIDA","FRANCISCO I MADERO","CALLE","NINGUNO","CALLE","ENCINO","CALLE","POCHOTE","0","SN",,,,,"COLONIA","GRANJAS DE LA LOMA",,,,"59230","16","MICHOACÁN DE OCAMPO       ","086","Tanhuato","0001","Tanhuato de Guerrero","0082","003",,,,"Fijo","20.29160937","-102.33004064","2010-07"
"2714088","16089311611000013001000000U6","RASTRO MUNICIPAL DE TEPALCATEPEC MICH",,"311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","AVENIDA","FRANCISCO ZARCO","CALLE","18 DE MARZO","CALLE","MARIANO MATAMOROS","OTRO(ESPECIFIQUE)","NINGUNO","0","SN",,,,,"COLONIA","CANTARRANAS",,,,"60540","16","MICHOACÁN DE OCAMPO       ","089","Tepalcatepec","0001","Tepalcatepec","0258","008",,,,"Fijo","19.18828765","-102.83998921","2010-07"
"9390611","16090311611000031000000000U6","RASTRO MUNICIPAL DE TINGAMBATO","H AYUNTAMIENTO DE TINGAMBATO ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","CALLE","NINGUNO",,"SN",,,,,"COLONIA","SOL NACIENTE",,,,"60290","16","MICHOACÁN DE OCAMPO       ","090","Tingambato","0001","Tingambato","0263","001",,"SECRETARIOTINGAMBATO@GMAIL.COM",,"Fijo","19.49118286","-101.85452551","2022-11"
"9390533","16096311611000011000000000U5","RASTRO MUNICIPAL DE TUMBISCATIO","H AYUNTAMIENTO DE TUMBISCATIO ","311611","Matanza de ganado, aves y otros animales comestibles","6 a 10 personas","CALLE","LAS LOMAS","PRIVADA","NINGUNO","OTRO(ESPECIFIQUE)","ARROYO","OTRO(ESPECIFIQUE)","ARROYO","0","SN",,,,,"COLONIA","CENTRO",,,,"60900","16","MICHOACÁN DE OCAMPO       ","096","Tumbiscatío","0001","Tumbiscatío de Ruiz","0267","008",,"PRESIDENCIATUMBISCATIO21.24@GMAIL.COM",,"Fijo","18.51992866","-102.36988043","2022-11"
"9390536","16100311611000011000000000U5","RASTRO MUNICIPAL DE TZINTZUNTZAN","MUNICIPIO DE TZINTZUNTZAN ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO","OTRO(ESPECIFIQUE)","PARCELA","OTRO(ESPECIFIQUE)","MONTE","66",,,,,,"LOCALIDAD","TZINTZUNTZAN",,,,"58440","16","MICHOACÁN DE OCAMPO       ","100","Tzintzuntzan","0001","Tzintzuntzan","0115","001",,,,"Fijo","19.6213996","-101.57732868","2022-11"
"2585652","16103311611000011000000000U9","RASTRO MUNICIPAL DE VENUSTIANO CARRANZA","GOBIERNO MUNICIPAL ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","REFORMA","AVENIDA","CANAL","CALLE","FRANCISCO J. MUGICA","AVENIDA","ALVARO OBREGON","0","SN",,,"0","SN","COLONIA","CENTRO",,,,"59160","16","MICHOACÁN DE OCAMPO       ","103","Venustiano Carranza","0001","San Pedro Cahro","0206","017",,,,"Fijo","20.11597261","-102.66132865","2014-12"
"2726971","16113311611000011000000000U8","RASTRO MUNICIPAL DEL MUNICIPIO DE JOSE SIXTO VERDUZCO H AYUNTAMIENTO 2018-2021","RASTRO MUNICIPAL DEL MUNICIPIO DE JOSE SIXTO VERDUZCO H AYUNTAMIENTO 2018-2021 ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","REVOLUCION","CALLE","FRANCISCO I. MADERO","CALLE","NINGUNO","CALLE","LIBRAMIENTO","24",,,,"0",,"PUEBLO","PASTOR ORTIZ",,,,"58540","16","MICHOACÁN DE OCAMPO       ","113","José Sixto Verduzco","0001","Pastor Ortiz","0077","001",,,,"Fijo","20.30451935","-101.59859568","2014-12"
"2749963","16039931610000021000000000U5","RASTRO MUNICIPAL HUIRAMBA","AYUNTAMIENTO DE HUIRAMBA ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,,,"COLONIA","EL GALLITO",,,,"61640","16","MICHOACÁN DE OCAMPO       ","039","Huiramba","0001","Huiramba","0044","013",,,,"Fijo","19.5446765","-101.42885794","2010-07"
"8953273","16040311611000023000000000U8","RASTRO MUNICIPAL INDAPARAPEO","H AYUNTAMIENTO INDAPARAPEO ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","AVENIDA","MORELOS PONIENTE","CALLE","PLAN DE AYALA","CALLE","MIGUEL HIDALGO Y COSTILLA ORIENTE","CALLE","GALEANA",,"SN",,,,,"COLONIA","CENTRO",,,,"58970","16","MICHOACÁN DE OCAMPO       ","040","Indaparapeo","0001","Indaparapeo","0134","017",,,,"Fijo","19.79077224","-100.96329479","2019-11"
"2682136","16045311611000023000000000U7","RASTRO MUNICIPAL JIQUILPAN","PRESIDENCIA MUNICIPAL JIQUILPAN ","311611","Matanza de ganado, aves y otros animales comestibles","6 a 10 personas","AVENIDA","DIEGO JOSE ABAD","CALLE","NINGUNO","CALLE","JUANA DE LA PARRA","AVENIDA","DIEGO JOSE ABAD","377",,,,,,"COLONIA","LA PUENTE",,,,"59513","16","MICHOACÁN DE OCAMPO       ","045","Jiquilpan","0001","Jiquilpan de Juárez","0408","002",,"RASTROJIQUIL377@GMAIL.COM",,"Fijo","19.98992713","-102.71160529","2010-07"
"2700569","16047311611000011000000000U8","RASTRO MUNICIPAL JUNGAPEO","H AYUNTAMIENTO DE JUNGAPEO MICHOACAN ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","CAMINO A LA MORA","PRIVADA","CAMINO REAL","OTRO(ESPECIFIQUE)","MONTE","CALLE","CAMINO A LA MORA","0","SN",,,,,"COLONIA","CENTRO",,,,"61470","16","MICHOACÁN DE OCAMPO       ","047","Jungapeo","0001","Jungapeo de Juárez","007A","006",,,,"Fijo","19.45743196","-100.49740232","2010-07"
"2676179","16110311611000023000000000U9","RASTRO MUNICIPAL MATANZA DE ANIMALES","H AYUNTAMIENTO DE ZINAPEUARO ","311611","Matanza de ganado, aves y otros animales comestibles","11 a 30 personas","CALZADA","CALZADA DE INSURGENTES","OTRO(ESPECIFIQUE)","TERRENO BALDIO","CALLE","SOLEDAD HERRERA","CALLE","NINGUNO","0","SN",,,,,"COLONIA","BELLA VISTA",,,,"58930","16","MICHOACÁN DE OCAMPO       ","110","Zinapécuaro","0001","Zinapécuaro de Figueroa","022A","030",,,,"Fijo","19.84985077","-100.82991388","2010-07"
"2754428","16082311611000021000000000U4","RASTRO MUNICIPAL PEDERNALES","RASTRO MUNICIPAL DE PEDERNALES ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","20 DE NOVIEMBRE","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","35",,,,,,"COLONIA","LA SALUD",,,,"61671","16","MICHOACÁN DE OCAMPO       ","082","Tacámbaro","0066","Pedernales","0261","006",,,,"Fijo","19.13864977","-101.4679061","2010-07"
"2754716","16020311611000061000000000U0","RASTRO MUNICIPAL SIN NOMBRE","H. AYUNTAMIENTO CUITZEO DEL PORVENIR ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","LAZARO CARDENAS NORTE","CALLE","MARIANO MATAMOROS","CALLE","MARTIRES DE URUAPAN","CALLE","JOSE MARIA MORELOS NORTE","0","SN",,,,,"COLONIA","TRES CERRITOS",,,,"58840","16","MICHOACÁN DE OCAMPO       ","020","Cuitzeo","0001","Cuitzeo del Porvenir","0108","010",,,,"Fijo","19.97260416","-101.13977444","2010-07"
"8989070","16028311611000031000000000U6","RASTRO MUNICIPAL SIN NOMBRE","H AYUNTAMIENTO ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","NINGUNO","CARRETERA","LA PIEDAD-CARAPAN","OTRO(ESPECIFIQUE)","CULTIVO","CARRETERA","LA PIEDAD-CARAPAN","0","SN",,,"0",,"BARRIO","DEL REFUGIO",,,,"59440","16","MICHOACÁN DE OCAMPO       ","028","Churintzio","0001","Churintzio","0093","002",,,,"Fijo","20.15595492","-102.06640614","2019-11"
"2598739","16095311611000021000000000U6","RASTRO MUNICIPAL TOCUMBO","AYUNTAMIENTO DE TOCUMBO ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","AQUILES SERDAN","CALLE","NINGUNO","PERIFERICO","NINGUNO","CALLE","AQUILES SERDAN",,"SN",,,,,"LOCALIDAD","TOCUMBO",,,,"59960","16","MICHOACÁN DE OCAMPO       ","095","Tocumbo","0001","Tocumbo","0240","001",,,,"Fijo","19.71151508","-102.52193272","2014-12"
"2719785","16097311611000021000000000U2","RASTRO MUNICIPAL TURICATO",,"311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","LAZARO CARDENAS SUR","CALLE","GALEANA","CALLE","TANGANXOAN SEGUNDO","CALLE","VASCO DE QUIROGA",,"SN",,,"0",,"COLONIA","CENTRO",,,,"61680","16","MICHOACÁN DE OCAMPO       ","097","Turicato","0001","Turicato","018A","011",,,,"Fijo","19.05302822","-101.42029588","2010-07"
"2740232","16055311611000033001000000U5","RASTRO NUEVA ITALIA",,"311611","Matanza de ganado, aves y otros animales comestibles","11 a 30 personas","CALLE","GALLEGOS","CALLE","PLAN DE IGUALA","CALLE","LEONARDO BRAVO","CALLE","GUADALUPE VICTORIA","0","SN",,,"0",,"COLONIA","LEONARDO BRAVO",,,,"61760","16","MICHOACÁN DE OCAMPO       ","055","Múgica","0001","Nueva Italia de Ruiz","0194","005","4251171364",,,"Fijo","19.03205778","-102.08197212","2010-07"
"10755646","16046311611000021000000000U9","RASTRO PARTICULAR SIN NOMBRE",,"311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,,,"LOCALIDAD","PARICUARO",,,,"61570","16","MICHOACÁN DE OCAMPO       ","046","Juárez","0014","Parícuaro                                                                                                     ","0123","013","7861269721",,,"Fijo","19.26357977","-100.45809103","2024-11"
"6996400","16107311611000071000000000U4","RASTRO PARTICULAR SIN NOMBRE",,"311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","FRANCISCO ZARCO","CALLE","SANTOS DEGOLLADO","CALLE","IGNACIO ALTAMIRANO","CALLE","SANTOS DEGOLLADO","84",,,,,,"COLONIA","ANAHUAC",,,,"58630","16","MICHOACÁN DE OCAMPO       ","107","Zacapu","0001","Zacapu","0116","028",,,,"Fijo","19.82231888","-101.78217447","2019-11"
"8407403","16107311611000051000000000U6","RASTRO PARTICULAR SIN NOMBRE",,"311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","SANTOS DEGOLLADO","CALLE","FRANCISCO ZARCO","CALLE","IGNACIO ALTAMIRANO","CALLE","FRANCISCO ZARCO","45",,,,,,"COLONIA","ANAHUAC",,,,"58630","16","MICHOACÁN DE OCAMPO       ","107","Zacapu","0001","Zacapu","0116","028",,,,"Fijo","19.82274289","-101.7819278","2019-11"
"2735085","16107311611000021000000000U9","RASTRO PARTICULAR SIN NOMBRE",,"311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","DOCTOR MIGUEL SILVA","CALLE","INGENIERO PRADO TAPIA","CALLE","5 DE FEBRERO","CALLE","JOSE MARIA MATA","493",,,,"0",,"COLONIA","ANAHUAC",,,,"58630","16","MICHOACÁN DE OCAMPO       ","107","Zacapu","0001","Zacapu","0116","039",,,,"Fijo","19.82026626","-101.78020528","2010-07"
"2637104","16034311611000071000000000S0","RASTRO PRIVADO",,"311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","MELCHOR OCAMPO ORIENTE","CALLE","NINGUNO","CALLE","BENITO JUAREZ","CALLE","EMILIANO ZAPATA","0","SN",,,,,"COLONIA","LOS PINOS",,,,"61241","16","MICHOACÁN DE OCAMPO       ","034","Hidalgo","0003","Agostitlán","0512","019",,,,"Fijo","19.5366168","-100.61392483","2014-12"
"7069920","16034311611000091000000000U8","RASTRO SIN NOMBRE","TENENCIA DE SAN ANTONIO VILLALONGIN ","311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","REPUBLICA DE URUGUAY","CALLE","REPUBLICA DE VENEZUELA","CALLE","REPUBLICA DE PANAMA","AVENIDA","JOSE MARIA VARGAS SUR","0","SN",,,,,"COLONIA","CENTRO",,,,"61231","16","MICHOACÁN DE OCAMPO       ","034","Hidalgo","0122","San Antonio Villalongín","0565","011","7861076866",,,"Fijo","19.53351358","-100.7533889","2019-11"
"2583885","16011311611000011000000000U4","RASTRO SIN NOMBRE",,"311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","PALOMINO","CALLE","PALOMINO","CALLE","PALOMINO","CALLE","INSURGENTES","31",,,,,,"COLONIA","CENTRO",,,,"59120","16","MICHOACÁN DE OCAMPO       ","011","Briseñas","0001","Briseñas de Matamoros","0058","012","3939335217",,,"Fijo","20.26274185","-102.56401632","2014-12"
"2735086","16107311611000032000078315S6","RASTRO SIN NOMBRE",,"311611","Matanza de ganado, aves y otros animales comestibles","0 a 5 personas","CALLE","DOCTOR MIGUEL SILVA","CALLE","INGENIERO PRADO TAPIA","CALLE","5 DE FEBRERO","CALLE","JOSE MARIA MATA","465",,,,,,"COLONIA","ANAHUAC",,,,"58630","16","MICHOACÁN DE OCAMPO       ","107","Zacapu","0001","Zacapu","0116","039",,,,"Fijo","19.82031325","-101.78030013","2010-07"
