country,id,establishment_name,legal_name,scian_code,activity_name,facility_type,street,settlement_type,settlement_name,city,municipality,state,postal_code,latitude,longitude,phone,email,website,employees_range,establishment_type,date_added
mx,6171800,GRANJA ACUICOLA LAS CRUCES,,112519,Otra acuicultura,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 0 SN,EJIDO,HIGUERON,HIGUERON,Jojutla,Morelos,,18.58423037,-99.18085187,7341201933,,,0 a 5 personas,Fijo,2014-12
mx,6172015,GRANJA ACUICOLA LAS GARZAS,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA FEDERAL KM 14 KM 14,COLONIA,CAMPO AGUA SALADA,CAMPO AGUA SALADA,Xochitepec,Morelos,,18.75464722,-99.20383028,7772508488,,,0 a 5 personas,Fijo,2010-07
mx,9719844,GRANJA ACUICOLA LAS JOYAS,,112515,Piscicultura en agua dulce,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 1,EJIDO,LAS JOYAS,LAS JOYAS,Tepalcingo,Morelos,,18.52271677,-98.81896075,7352056873,,,0 a 5 personas,Fijo,2024-11
mx,6171913,GRANJA ACUICOLA LAS POZAS,,112519,Otra acuicultura,Aquaculture Facility,CARRETERA CARRETERA AL VERGEL 0 SN,COLONIA,CAMPO LAS POSAS,CAMPO LAS POSAS,Ayala,Morelos,,18.61618484,-99.00867137,,,,0 a 5 personas,Fijo,2010-07
mx,8696183,GRANJA ACUICOLA LAS RANAS,,112519,Otra acuicultura,Aquaculture Facility,PRIVADA NINGUNO 0 SN,PUEBLO,SAN RAFAEL ZARAGOZA,SAN RAFAEL ZARAGOZA,Tlaltizapán de Zapata,Morelos,,18.63743239,-99.00697893,,,,0 a 5 personas,Fijo,2019-11
mx,11845358,GRANJA ACUICOLA LAS TUNAS,,112519,Otra acuicultura,Aquaculture Facility,ANDADOR Ninguno 1,COLONIA,TETELPA,TETELPA,Zacatepec,Morelos,62780,18.66306925,-99.21045147,7341392129,,,0 a 5 personas,Fijo,2025-05
mx,11845359,GRANJA ACUICOLA LOS AGUAJES CHACAMPALCO,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE Jazmín 1,COLONIA,ALFREDO V. BONFIL (CHAPAMPALCO),ALFREDO V. BONFIL (CHAPAMPALCO),Tlaquiltenango,Morelos,62980,18.65700577,-99.15386713,,,,0 a 5 personas,Fijo,2025-05
mx,11845365,GRANJA ACUICOLA LOS AMATES,,112515,Piscicultura en agua dulce,Aquaculture Facility,AVENIDA Hidalgo 16,PUEBLO,COATLAN DEL RIO,COATLAN DEL RIO,Coatlán del Río,Morelos,62610,18.74723615,-99.43855812,7345249239,,,0 a 5 personas,Fijo,2025-05
mx,11845107,GRANJA ACUICOLA LOS ESTANQUES,,112515,Piscicultura en agua dulce,Aquaculture Facility,CERRADA NINGUNO 0 SN,EJIDO,CAMPO STA. CRUZ.,CAMPO STA. CRUZ.,Cuautla,Morelos,,18.83119919,-98.99205278,,,,0 a 5 personas,Fijo,2025-05
mx,11845370,GRANJA ACUICOLA LOS GUAYABITOS,,112515,Piscicultura en agua dulce,Aquaculture Facility,PRIVADA Ninguno 1 Int. 0,EJIDO,CAMPO EL BRASIL,CAMPO EL BRASIL,Ayala,Morelos,,18.62669343,-98.99536273,7352078818,,,0 a 5 personas,Fijo,2025-05
mx,11845094,GRANJA ACUICOLA LOS PINOS,,112519,Otra acuicultura,Aquaculture Facility,CALLE OBRADORES 0 SN,COLONIA,LOS PINOS,LOS PINOS,Jiutepec,Morelos,,18.89466843,-99.18851632,7771415171,,,0 a 5 personas,Fijo,2025-05
mx,9237319,GRANJA ACUICOLA OLASCOAGA,,112519,Otra acuicultura,Aquaculture Facility,CALLE 5 DE FEBRERO 0 SN,COLONIA,MORELOS,MORELOS,Jiutepec,Morelos,,18.92842024,-99.177999,,,,0 a 5 personas,Fijo,2020-04
mx,8919562,GRANJA ACUICOLA PALO BOLERO,,112515,Piscicultura en agua dulce,Aquaculture Facility,OTRO(ESPECIFIQUE) CAMINO EL LLANO 0 SN,COLONIA,HUATECALCO,HUATECALCO,Tlaltizapán de Zapata,Morelos,,18.68016072,-99.14950862,,,,0 a 5 personas,Fijo,2019-11
mx,11845131,GRANJA ACUICOLA PECESITOS,,112519,Otra acuicultura,Aquaculture Facility,CALLE VIA CENTRAL 2,COLONIA,TETELPA,TETELPA,Zacatepec,Morelos,,18.65782045,-99.20039076,7345248290,,,0 a 5 personas,Fijo,2025-05
mx,6171791,GRANJA ACUICOLA PISCIMOR,,112519,Otra acuicultura,Aquaculture Facility,CARRETERA CARRETERA JOJUTLA-YAUTEPEC 0 SN,COLONIA,EL POCHOTE,EL POCHOTE,Tlaltizapán de Zapata,Morelos,,18.65933828,-99.15078917,7341580778,,,0 a 5 personas,Fijo,2014-12
mx,11844585,GRANJA ACUICOLA PLIEGO,,112515,Piscicultura en agua dulce,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 1,EJIDO,CAMPO ACHOLOLERO,CAMPO ACHOLOLERO,Ayala,Morelos,,18.62948532,-98.99847436,7351904557,,,0 a 5 personas,Fijo,2025-05
mx,8704373,GRANJA ACUICOLA POZO DE JACOB,,112519,Otra acuicultura,Aquaculture Facility,CARRETERA CUAUTLA JOJUTLA 0 DOMICILIO CONOCIDO,EJIDO,EL MIRADOR,EL MIRADOR,Tlaltizapán de Zapata,Morelos,,18.64502917,-99.02421778,,,,0 a 5 personas,Fijo,2019-11
mx,8704404,GRANJA ACUICOLA RANCHO BILLY,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA CARRETERA YAUTEPEC A JOJUTLA 0 SN,PUEBLO,BONIFACIO GARCIA,BONIFACIO GARCIA,Tlaltizapán de Zapata,Morelos,,18.74354167,-99.12953417,5536542370,,,6 a 10 personas,Fijo,2019-11
mx,6171928,GRANJA ACUICOLA ROMARIO,,112519,Otra acuicultura,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 1,EJIDO,CAMPO EL ACHOLOLERO,CAMPO EL ACHOLOLERO,Ayala,Morelos,,18.63533027,-98.99549576,,,,0 a 5 personas,Fijo,2010-07
mx,11845369,GRANJA ACUICOLA ROSITA,,112519,Otra acuicultura,Aquaculture Facility,CALLE José Hernández 21,COLONIA,CENTRO,CENTRO,Ayala,Morelos,62723,18.6219728,-98.99694983,7351102561,,,0 a 5 personas,Fijo,2025-05
mx,6172047,GRANJA ACUICOLA SANRA 2,,112519,Otra acuicultura,Aquaculture Facility,CARRETERA TLALTIZAPAN CHINAMECA 0 DOMICILIO CONOCIDO,COLONIA,CAMPO EL MIRADOR,CAMPO EL MIRADOR,Tlaltizapán de Zapata,Morelos,,18.65539028,-99.03799194,,,,0 a 5 personas,Fijo,2010-07
mx,9326879,GRANJA ACUICOLA SIN NOMBRE,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE ALLENDE 0 SN,PUEBLO,TEMILPA NUEVO,TEMILPA NUEVO,Tlaltizapán de Zapata,Morelos,,18.71027464,-99.1076697,7341061667,,,0 a 5 personas,Fijo,2020-11
mx,9308874,GRANJA ACUICOLA TEZOQUIPAN,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA CARRETERA MEXICO A OAXACA 1,LOCALIDAD,JANTETELCO,JANTETELCO,Jantetelco,Morelos,62970,18.70537642,-98.7725318,,,,0 a 5 personas,Fijo,2020-11
mx,8704372,GRANJA ACUICOLA TIZAR,,112519,Otra acuicultura,Aquaculture Facility,AMPLIACION CAMPO 0 DOMICILIO CONOCIDO,EJIDO,SAN RAFAEL,SAN RAFAEL,Tlaltizapán de Zapata,Morelos,,18.63547722,-99.01663583,7352082048,,,0 a 5 personas,Fijo,2019-11
mx,11844851,GRANJA ACUICOLA TRES PUENTES,,112519,Otra acuicultura,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 1,EJIDO,CHINAMECA CAMPO EL MEZQUITE,CHINAMECA CAMPO EL MEZQUITE,Ayala,Morelos,,18.62323616,-99.00761298,,,,0 a 5 personas,Fijo,2025-05
mx,6171867,GRANJA ACUICOLA TROPIPEZ,,112519,Otra acuicultura,Aquaculture Facility,CALLE CAMINO DE ZACA 0 DOMICILIO CONOCIDO,AMPLIACION,SAN PEDRO DE LOS PINOS,SAN PEDRO DE LOS PINOS,Xochitepec,Morelos,,18.77150184,-99.205776,7771105309,,,0 a 5 personas,Fijo,2010-07
mx,8656074,GRANJA ADILENE MARISOL,,112519,Otra acuicultura,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 0 SN,EJIDO,LA CAÑADA,LA CAÑADA,Ayala,Morelos,,18.59665808,-99.02707263,,,,0 a 5 personas,Fijo,2019-11
mx,11844694,GRANJA ADOLFO,,112519,Otra acuicultura,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 1,EJIDO,CAMPO LA TAZA,CAMPO LA TAZA,Ayala,Morelos,,18.63499611,-98.99585444,,,,0 a 5 personas,Fijo,2025-05
mx,6171859,GRANJA AHUITZOL,,112519,Otra acuicultura,Aquaculture Facility,CALLE BUGAMBILIAS 39,PUEBLO,JICARERO,JICARERO,Jojutla,Morelos,,18.616152,-99.22145614,,,,0 a 5 personas,Fijo,2010-07
mx,9237089,GRANJA ARELY,,112519,Otra acuicultura,Aquaculture Facility,CALLE ZEFERINO ORTEGA 0 SN,EJIDO,CHINAMECA-CAMPO LA AMPLIACION,CHINAMECA-CAMPO LA AMPLIACION,Ayala,Morelos,,18.61996756,-99.00235917,,,,0 a 5 personas,Fijo,2020-04
mx,11844480,GRANJA BENIEZ,,112519,Otra acuicultura,Aquaculture Facility,CALLE NINGUNO 0 SN,PUEBLO,SAN RAFAEL DE ZARAGOZA,SAN RAFAEL DE ZARAGOZA,Tlaltizapán de Zapata,Morelos,,18.63872496,-99.00220747,7351650909,,,0 a 5 personas,Fijo,2025-05
mx,6172018,GRANJA BETTAFISH,,112519,Otra acuicultura,Aquaculture Facility,PROLONGACION 3 DE MAYO 0 DOMICILIO CONOCIDO,AMPLIACION,SAN PEDRO LOS PINOS,SAN PEDRO LOS PINOS,Xochitepec,Morelos,,18.77150184,-99.205776,7341089614,GRANJA_BETAFISH@YAHOO.COM.MX,,0 a 5 personas,Fijo,2010-07
mx,11845366,GRANJA BRAVO,,112519,Otra acuicultura,Aquaculture Facility,CALLE Francisco Villa 34,PUEBLO,EL VERGEL,EL VERGEL,Ayala,Morelos,62723,18.59021247,-99.03383158,,,,0 a 5 personas,Fijo,2025-05
mx,6171835,GRANJA CANTARRANAS,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE EMILIANO ZAPATA 0 SN,COLONIA,10 DE ABRIL,10 DE ABRIL,Zacatepec,Morelos,,18.65004397,-99.22059506,,,,0 a 5 personas,Fijo,2010-07
mx,6171792,GRANJA CHACANPALCO,,112519,Otra acuicultura,Aquaculture Facility,CARRETERA CARRETERA JOJUTLA A YAUTEPEC 0 SN,COLONIA,EL POCHOTE,EL POCHOTE,Tlaltizapán de Zapata,Morelos,,18.65933828,-99.15078917,7341111167,,,0 a 5 personas,Fijo,2014-12
mx,11845082,GRANJA COYOTOMATE,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA CARRETERA XALOXTOC 0 SN,EJIDO,AMATE AMARILLO,AMATE AMARILLO,Ayala,Morelos,,18.73093341,-98.91203755,,,,0 a 5 personas,Fijo,2025-05
mx,6171861,GRANJA CUATLITA II,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 DOMICILIO CONOCIDO,COLONIA,CUAUTLITA,CUAUTLITA,Tetecala,Morelos,,18.70265757,-99.37701621,,,,0 a 5 personas,Fijo,2010-07
mx,6171840,GRANJA CUAUTLITA UNO,,112519,Otra acuicultura,Aquaculture Facility,CALLE 20 DE NOVIEMBRE 0 SN,COLONIA,CUAUTLITA,CUAUTLITA,Tetecala,Morelos,,18.70220563,-99.37466373,,,,0 a 5 personas,Fijo,2010-07
mx,10151841,GRANJA DE MOJARRAS TILAPIA SIN NOMBRE,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE CALLEJON DE LAS SEVILLAS 22,PUEBLO,TENANGO DE SANTA ANA,TENANGO DE SANTA ANA,Jantetelco,Morelos,,18.61879662,-98.75585998,,,,0 a 5 personas,Fijo,2024-11
mx,2809939,GRANJA DE PECES 7 HERMANOS,,112515,Piscicultura en agua dulce,Aquaculture Facility,AVENIDA AVENIDA DEL FERROCARRIL 0 SN,COLONIA,PEÑA FLORES,PEÑA FLORES,Cuautla,Morelos,62757,18.86339829,-98.96975116,,,,0 a 5 personas,Fijo,2014-12
mx,9237079,GRANJA DE PECES HUERTAS DE CUAUTLA,,112519,Otra acuicultura,Aquaculture Facility,CALLE NINGUNO 0 SN,FRACCIONAMIENTO,HUERTAS DE CUAUTLA,HUERTAS DE CUAUTLA,Ayala,Morelos,,18.76353037,-98.91337999,,,,0 a 5 personas,Fijo,2020-04
mx,11845888,GRANJA DE PECES LOS MANDARINOS,,112519,Otra acuicultura,Aquaculture Facility,CALLE PABLO TORRES BURGOS 0 SN,PUEBLO,CHINAMECA,CHINAMECA,Ayala,Morelos,,18.61734443,-99.0053359,,,,0 a 5 personas,Fijo,2025-05
mx,6171856,GRANJA ECOPIA,,112519,Otra acuicultura,Aquaculture Facility,CALLE CAMINO REAL 0 SN,COLONIA,CAMPO SANTA MARIA,CAMPO SANTA MARIA,Jojutla,Morelos,,18.59881389,-99.20375472,,PECIRIJILLO@HOTMAIL.COM,,6 a 10 personas,Fijo,2010-07
mx,9237091,GRANJA EL BRASIL,,112515,Piscicultura en agua dulce,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 0 DOMICILIO CONOCIDO,,CAMPO BRASIL,CAMPO BRASIL,Ayala,Morelos,62720,18.62590173,-98.99965572,,,,0 a 5 personas,Fijo,2020-04
mx,11845134,GRANJA EL CARRIZAL,,112519,Otra acuicultura,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 1 DOMICILIO CONOCIDO,EJIDO,CHINAMECA,CHINAMECA,Ayala,Morelos,,18.65530826,-98.94382393,7351754119,,,0 a 5 personas,Fijo,2025-05
mx,6172010,GRANJA EL FRESNO,,112515,Piscicultura en agua dulce,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 1,EJIDO,CAMPO EL BRASIL,CAMPO EL BRASIL,Ayala,Morelos,,18.63448722,-98.99637947,7351478229,,,0 a 5 personas,Fijo,2010-07
mx,6171915,GRANJA EL GUAYABO,,112519,Otra acuicultura,Aquaculture Facility,CALLE Ninguno 0 SN,EJIDO,CAMPO LA TAZA,CAMPO LA TAZA,Ayala,Morelos,62723,18.62822841,-98.99905487,,,,0 a 5 personas,Fijo,2010-07
mx,9020740,GRANJA EL JUNIOR,,112519,Otra acuicultura,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 1,EJIDO,LAS PAPAS,LAS PAPAS,Ayala,Morelos,,18.62756826,-99.00326127,,,,0 a 5 personas,Fijo,2019-11
mx,11845129,GRANJA EL LIBANO,,112519,Otra acuicultura,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 1 DOMICILIO CONOCIDO,EJIDO,CHINAMECA-PALO BLANCO JUNTO A LA PRESA,CHINAMECA-PALO BLANCO JUNTO A LA PRESA,Ayala,Morelos,,18.65607808,-98.94498264,,,,0 a 5 personas,Fijo,2025-05
mx,6171902,GRANJA EL MANGUITO,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE GUILLERMO PRIETO 0 SN,PUEBLO,SAN PABLO HIDALGO,SAN PABLO HIDALGO,Tlaltizapán de Zapata,Morelos,,18.57970257,-99.04080183,,,,0 a 5 personas,Fijo,2010-07
mx,11845368,GRANJA EL MANGUITO,,112519,Otra acuicultura,Aquaculture Facility,CALLE Guillermo Prieto 1,PUEBLO,SAN PABLO HIDALGO,SAN PABLO HIDALGO,Tlaltizapán de Zapata,Morelos,62775,18.57972624,-99.04083821,,,,0 a 5 personas,Fijo,2025-05
mx,6171941,GRANJA EL MEZQUITAL,,112519,Otra acuicultura,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 1,EJIDO,CAMPO EL BRASIL,CAMPO EL BRASIL,Ayala,Morelos,,18.6267025,-98.99535167,,,,0 a 5 personas,Fijo,2010-07
mx,9020738,GRANJA EL MEZQUITE,,112515,Piscicultura en agua dulce,Aquaculture Facility,OTRO(ESPECIFIQUE) EJIDO CHINAMECA 1 DOMICILIO CONOCIDO,EJIDO,EL MEZQUITE,EL MEZQUITE,Ayala,Morelos,,18.61299791,-99.01499969,,,,0 a 5 personas,Fijo,2019-11
mx,11845374,GRANJA EL PARAISO,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE Framboyanes 1 Int. 0,EJIDO,PALO BLANCO,PALO BLANCO,Ayala,Morelos,62720,18.65532399,-98.94417357,7352562517,,,0 a 5 personas,Fijo,2025-05
mx,6171845,GRANJA EL PLATANAR,,112519,Otra acuicultura,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 0 SN,EJIDO,XALOSTOC,XALOSTOC,Ayala,Morelos,,18.73089912,-98.91196213,,,,0 a 5 personas,Fijo,2010-07
mx,6172040,GRANJA EL RINCON,,112519,Otra acuicultura,Aquaculture Facility,CARRETERA TEPALCINGO CHINAMECA 2,EJIDO,CAMPO LA TAZA,CAMPO LA TAZA,Ayala,Morelos,,18.63499611,-98.99585444,,,,0 a 5 personas,Fijo,2010-07
mx,6171934,GRANJA EL TEXCAL,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA ZACATEPEC TLALQUITENANGO 0 DOMICILIO CONOCIDO,PARAJE,TEXCAL,TEXCAL,Zacatepec,Morelos,62900,18.64671875,-99.18449839,,,,6 a 10 personas,Fijo,2010-07
mx,11845376,GRANJA EL VERGEL SANTA RITA,,112519,Otra acuicultura,Aquaculture Facility,AVENIDA Cuautla 1,PUEBLO,EL VERGEL,EL VERGEL,Ayala,Morelos,62723,18.59039366,-99.03524999,7353571084,,,0 a 5 personas,Fijo,2025-05
mx,9237440,GRANJA EL YIN Y EL YAN,,112519,Otra acuicultura,Aquaculture Facility,CALLE OTILIO MONTAÑO 11,PUEBLO,EL VERGEL,EL VERGEL,Tlaltizapán de Zapata,Morelos,,18.63932232,-99.00333602,7352586623,,,0 a 5 personas,Fijo,2020-04
mx,11845381,GRANJA ELENA,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE Ninguno 1,EJIDO,CAMPO EL PLATANAR,CAMPO EL PLATANAR,Ayala,Morelos,62723,18.62840032,-98.9982801,7351042658,,,0 a 5 personas,Fijo,2025-05
mx,9046062,GRANJA FAMILIA BECERRA,,112515,Piscicultura en agua dulce,Aquaculture Facility,CARRETERA SAN ANTONIO A TENANGO 1,PUEBLO,SAN ANTONIO LA ESPERANZA,SAN ANTONIO LA ESPERANZA,Jantetelco,Morelos,,18.61374717,-98.73244676,7351726445,,,0 a 5 personas,Fijo,2019-11
mx,6172041,GRANJA FAMILIA LOPEZ FLORES,,112519,Otra acuicultura,Aquaculture Facility,CALLE EMILIANO ZAPATA 0 SN,COLONIA,10 DE ABRIL,10 DE ABRIL,Zacatepec,Morelos,,18.64773744,-99.21933449,7341115176,,,0 a 5 personas,Fijo,2010-07
mx,6171952,GRANJA FAMILIAR BENITO JUAREZ,,112515,Piscicultura en agua dulce,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 0 SN,COLONIA,BENITO JUAREZ,BENITO JUAREZ,Ayala,Morelos,,18.75606947,-98.95429443,,,,0 a 5 personas,Fijo,2010-07
mx,6171869,GRANJA FAMILIAR LA PAROTA,,112519,Otra acuicultura,Aquaculture Facility,CALLE RINCON DEL RIO 0 SN Int. 0,COLONIA,LAZARO CARDENAS,LAZARO CARDENAS,Zacatepec,Morelos,,18.65610199,-99.19973972,,,,6 a 10 personas,Fijo,2010-07
mx,10648663,GRANJA GALAPAGOS,,112519,Otra acuicultura,Aquaculture Facility,CALLE NIÑOS HEROES 0 SN,COLONIA,10 DE ABRIL,10 DE ABRIL,Zacatepec,Morelos,,18.64781719,-99.21977335,7341348557,,,0 a 5 personas,Fijo,2024-11
mx,11845132,GRANJA ILIAN,,112515,Piscicultura en agua dulce,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 0 DOMICILIO CONOCIDO,EJIDO,CAMPO BRASIL,CAMPO BRASIL,Ayala,Morelos,,18.63191294,-98.99610452,7352181526,,,0 a 5 personas,Fijo,2025-05
mx,6172009,GRANJA JACQUELINE,,112519,Otra acuicultura,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 1,EJIDO,CAMPO EL BRASIL,CAMPO EL BRASIL,Ayala,Morelos,,18.63499611,-98.99585444,7336308680,,,0 a 5 personas,Fijo,2010-07
mx,8656083,GRANJA JUAN CASALES,,112519,Otra acuicultura,Aquaculture Facility,CARRETERA VERGEL A CHINAMECA 1,LOCALIDAD,EL VERGEL,EL VERGEL,Ayala,Morelos,,18.59280966,-99.03002989,,,,0 a 5 personas,Fijo,2019-11
mx,11845362,GRANJA LA BENDICION,,112519,Otra acuicultura,Aquaculture Facility,CALLE Tierra y Libertad 1,COLONIA,CAMPO NUEVO DE HIGUERON,CAMPO NUEVO DE HIGUERON,Jojutla,Morelos,62900,18.59824508,-99.1733272,7341025791,,,0 a 5 personas,Fijo,2025-05
mx,6171954,GRANJA LA BODEGA,,112519,Otra acuicultura,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 0 SN,PUEBLO,SAN VICENTE DE JUAREZ LAS PIEDR,SAN VICENTE DE JUAREZ LAS PIEDR,Ayala,Morelos,,18.68034325,-98.9864359,,,,0 a 5 personas,Fijo,2010-07
mx,11845136,GRANJA LA CORTINA 2,,112519,Otra acuicultura,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 0 DOMICILIO CONOCIDO,EJIDO,CHINAMECA CAMPO BRASIL,CHINAMECA CAMPO BRASIL,Ayala,Morelos,,18.63023633,-98.99019544,7352706377,,,0 a 5 personas,Fijo,2025-05
mx,8456637,GRANJA LA DOÑA,,112519,Otra acuicultura,Aquaculture Facility,CALLE MOCTEZUMA 0 SN,EJIDO,EL VERGEL,EL VERGEL,Ayala,Morelos,,18.59029974,-99.03136233,,,,0 a 5 personas,Fijo,2019-11
mx,6171880,GRANJA LA ESPERANZA,,112519,Otra acuicultura,Aquaculture Facility,CALLE LORENZO VAZQUEZ 0 SN,PUEBLO,POBLACION CHINAMECA,POBLACION CHINAMECA,Ayala,Morelos,62720,18.62019418,-99.00045979,,,,0 a 5 personas,Fijo,2010-07
mx,6171905,GRANJA LA ESPERANZA,,112519,Otra acuicultura,Aquaculture Facility,CALLE GUILLERMO PRIETO 0 SN,PUEBLO,SAN PABLO HIDALGO,SAN PABLO HIDALGO,Tlaltizapán de Zapata,Morelos,,18.57968269,-99.04086732,,,,0 a 5 personas,Fijo,2014-12
mx,6171922,GRANJA LA HERMOSA,,112519,Otra acuicultura,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 1,EJIDO,CAMPO EL GRANERO,CAMPO EL GRANERO,Tepalcingo,Morelos,,18.65175219,-98.95130872,7351475688,,,0 a 5 personas,Fijo,2010-07
mx,8896106,GRANJA LA ISLA,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE INSURGENTES 231,COLONIA,AMPLIACION GABRIEL TEPEPA,AMPLIACION GABRIEL TEPEPA,Tlaquiltenango,Morelos,,18.64824418,-99.16310704,7341472718,,,0 a 5 personas,Fijo,2019-11
mx,11845383,GRANJA LA MINA,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE Plan de Ayala 1 Int. 0,COLONIA,MARIANO ESCOBEDO,MARIANO ESCOBEDO,Zacualpan de Amilpas,Morelos,,18.82172606,-98.74726366,7352332960,,,0 a 5 personas,Fijo,2025-05
mx,6171765,GRANJA LA MINA,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE NINGUNO 0 SN,EJIDO,SAN VICENTE DE JUAREZ LAS PIEDRAS,SAN VICENTE DE JUAREZ LAS PIEDRAS,Ayala,Morelos,,18.68318056,-98.99360612,,,,0 a 5 personas,Fijo,2014-12
mx,11845379,GRANJA LA POLVADERA,,112519,Otra acuicultura,Aquaculture Facility,CALLE Ninguno 10,PUEBLO,CHINAMECA,CHINAMECA,Ayala,Morelos,62723,18.61728456,-99.00705963,,,,0 a 5 personas,Fijo,2025-05
mx,11845367,GRANJA LAS GALLINAS,,112515,Piscicultura en agua dulce,Aquaculture Facility,CALLE Ninguno 1 Int. 0,EJIDO,CHINAMECA CAMPO MEZQUITE,CHINAMECA CAMPO MEZQUITE,Ayala,Morelos,62723,18.626263,-99.00837357,,,,0 a 5 personas,Fijo,2025-05
mx,8656112,GRANJA LAS LAJAS,,112515,Piscicultura en agua dulce,Aquaculture Facility,OTRO(ESPECIFIQUE) CAMINO DE SACA 1 DOMICILIO CONOCIDO,EJIDO,LAS LAJAS,LAS LAJAS,Ayala,Morelos,,18.60352502,-99.02192059,,,,0 a 5 personas,Fijo,2019-11
mx,9237085,GRANJA LAS PALMAS,,112519,Otra acuicultura,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 0 DOMICILIO CONOCIDO,LOCALIDAD,CAMPO EL BRASIL,CAMPO EL BRASIL,Ayala,Morelos,,18.62672085,-98.99538019,7351203982,,,0 a 5 personas,Fijo,2020-04
mx,8764904,GRANJA LAURA,,112519,Otra acuicultura,Aquaculture Facility,CALLE NINGUNO 1,EJIDO,CAMPO EL GRANERO,CAMPO EL GRANERO,Ayala,Morelos,,18.64967716,-98.95044665,7351367833,,,0 a 5 personas,Fijo,2019-11
mx,8147919,GRANJA LINDAVISTA,,112519,Otra acuicultura,Aquaculture Facility,CARRETERA JOJUTLA A CHINAMECA 1,LOCALIDAD,UNIDAD PSICOLA DE CHINAMECA,UNIDAD PSICOLA DE CHINAMECA,Ayala,Morelos,,18.63648817,-98.99481271,,,,0 a 5 personas,Fijo,2019-11
mx,9237088,GRANJA LIRA,,112519,Otra acuicultura,Aquaculture Facility,CALLE EMIGDIO MARMOLEJO 0 SN,COLONIA,CENTRO CHINAMECA,CENTRO CHINAMECA,Ayala,Morelos,,18.62115334,-98.99624997,,,,0 a 5 personas,Fijo,2020-04
mx,11845127,GRANJA LOS 2 HERMANOS,,112519,Otra acuicultura,Aquaculture Facility,OTRO(ESPECIFIQUE) NINGUNO 1 DOMICILIO CONOCIDO,EJIDO,CHINAMECA-PALO BLANCO,CHINAMECA-PALO BLANCO,Ayala,Morelos,,18.65360274,-98.94612644,7351791647,,,0 a 5 personas,Fijo,2025-05
mx,6171921,GRANJA LOS AMATES 2,,112519,Otra acuicultura,Aquaculture Facility,CARRETERA CHINAMECA JOJUTLA 1,EJIDO,CAMPO LOS BANDIDOS,CAMPO LOS BANDIDOS,Ayala,Morelos,,18.6111875,-99.01680389,7352832856,,,6 a 10 personas,Fijo,2010-07
mx,6172013,GRANJA LOS CAZALES,,112519,Otra acuicultura,Aquaculture Facility,CALLE FRANCISCO VILLA 34 Int. 0,COLONIA,POBLACION EL VERGEL,POBLACION EL VERGEL,Ayala,Morelos,,18.59024624,-99.03381845,,,,0 a 5 personas,Fijo,2010-07
mx,8178811,GRANJA LOS DOS AMIGOS,,112519,Otra acuicultura,Aquaculture Facility,CARRETERA TEPALCINGO CHINAMECA 1,LOCALIDAD,AMPL. CHINAMECA,AMPL. CHINAMECA,Ayala,Morelos,,18.6111875,-99.01680389,7351493168,,,0 a 5 personas,Fijo,2019-11
